Sno,SICK_id,Premise,Hypothesis,Modifier,Premise/Hypothesis/Both,Part of Premise/Hypothesis Modified,Modifier Type,"Ground Truth 
(Total 7 Entailment Relations but also Includes multiple labels for some premise, hypothesis )","CompressedGT
(FE, RE, Neutral & Contradiction)"
1025,1131,sad turtle is following the fish,the fish is following the turtle,sad,Premise,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
1026,1131,the turtle is following the fish,sad fish is following the turtle,sad,Hypothesis,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
1027,1131,sad turtle is following the fish,sad fish is following the turtle,sad,Both,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
1028,1131,good turtle is following the fish,the fish is following the turtle,good,Premise,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
1029,1131,the turtle is following the fish,good fish is following the turtle,good,Hypothesis,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
1030,1131,good turtle is following the fish,good fish is following the turtle,good,Both,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
1031,1131,bad turtle is following the fish,the fish is following the turtle,bad,Premise,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
1032,1131,the turtle is following the fish,bad fish is following the turtle,bad,Hypothesis,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
1033,1131,bad turtle is following the fish,bad fish is following the turtle,bad,Both,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
1035,1131,the turtle is not following the fish,the fish is following the turtle,not,Premise,Verb,Negation,Neutral,Neutral
1036,1131,the turtle is following the fish,the fish is not following the turtle,not,Hypothesis,Verb,Negation,Neutral,Neutral
1037,1131,the turtle is not following the fish,the fish is not following the turtle,not,Both,Verb,Negation,Neutral,Neutral
1038,1131,the turtle is abnormally following the fish,the fish is following the turtle,abnormally,Premise,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
1039,1131,the turtle is following the fish,the fish is abnormally following the turtle,abnormally,Hypothesis,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
1040,1131,the turtle is abnormally following the fish,the fish is abnormally following the turtle,abnormally,Both,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
1041,1131,the turtle is elegantly following the fish,the fish is following the turtle,elegantly,Premise,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
1042,1131,the turtle is following the fish,the fish is elegantly following the turtle,elegantly,Hypothesis,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
1043,1131,the turtle is elegantly following the fish,the fish is elegantly following the turtle,elegantly,Both,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
1044,1131,the turtle is always following the fish,the fish is following the turtle,always,Premise,Verb,Universal,Negation|Alternation,Contradiction
1045,1131,the turtle is following the fish,the fish is always following the turtle,always,Hypothesis,Verb,Universal,Negation|Alternation,Contradiction
1046,1131,the turtle is always following the fish,the fish is always following the turtle,always,Both,Verb,Universal,Negation|Alternation,Contradiction
1047,1131,the turtle is never following the fish,the fish is following the turtle,never,Premise,Verb,Universal,Neutral,Neutral
1048,1131,the turtle is following the fish,the fish is never following the turtle,never,Hypothesis,Verb,Universal,Neutral,Neutral
1049,1131,the turtle is never following the fish,the fish is never following the turtle,never,Both,Verb,Universal,Neutral,Neutral
1051,1131,The turtle is following the good fish,"The fish is following the turtle
",good,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1052,1131,The turtle is following the fish,The fish is following the good turtle,good,Hypothesis,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1053,1131,The turtle is following the good fish,The fish is following the good turtle,good,Both,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1054,1131,The turtle is following all but one fish,"The fish is following the turtle
",all but one,Premise,Object,Existential,Neutral,Neutral
1055,1131,The turtle is following the fish,The fish is following all but one turtle,all but one,Hypothesis,Object,Existential,Neutral,Neutral
1056,1131,The turtle is following all but one fish,The fish is following all but one turtle,all but one,Both,Object,Existential,Negation|Alternation,Contradiction
1057,1131,The turtle is following every fish,"The fish is following the turtle
",every,Premise,Object,Universal,Negation|Alternation,Contradiction
1058,1131,The turtle is following the fish,The fish is following every turtle,every,Hypothesis,Object,Universal,Negation|Alternation,Contradiction
1059,1131,The turtle is following every fish,The fish is following every turtle,every,Both,Object,Universal,Negation|Alternation,Contradiction
1060,1131,The turtle is following the bad fish,"The fish is following the turtle
",bad,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1061,1131,The turtle is following the fish,The fish is following the bad turtle,bad,Hypothesis,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1062,1131,The turtle is following the bad fish,The fish is following the bad turtle,bad,Both,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1063,1131,The turtle is following the green fish,"The fish is following the turtle
",green,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1064,1131,The turtle is following the fish,The fish is following the green turtle,green,Hypothesis,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1065,1131,The turtle is following the green fish,The fish is following the green turtle,green,Both,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1066,1131,The turtle is following the happy fish,"The fish is following the turtle
",happy,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1067,1131,The turtle is following the fish,The fish is following the happy turtle,happy,Hypothesis,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1068,1131,The turtle is following the happy fish,The fish is following the happy turtle,happy,Both,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1069,1131,The turtle is following the an abnormal fish,"The fish is following the turtle
",an abnormal,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1070,1131,The turtle is following the fish,The fish is following the an abnormal turtle,an abnormal,Hypothesis,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1071,1131,The turtle is following the an abnormal fish,The fish is following the an abnormal turtle,an abnormal,Both,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1072,1131,The turtle is following the sad fish,"The fish is following the turtle
",sad,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1073,1131,The turtle is following the fish,The fish is following the sad turtle,sad,Hypothesis,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1074,1131,The turtle is following the sad fish,The fish is following the sad turtle,sad,Both,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1075,1131,The turtle is following no fish,"The fish is following the turtle
",no,Premise,Object,Negation,Neutral,Neutral
1076,1131,The turtle is following the fish,The fish is following no turtle,no,Hypothesis,Object,Negation,Neutral,Neutral
1077,1131,The turtle is following no fish,The fish is following no turtle,no,Both,Object,Negation,Neutral,Neutral
1078,1131,The turtle is following some fish,"The fish is following the turtle
",some,Premise,Object,Existential,Negation|Alternation,Contradiction
1079,1131,The turtle is following the fish,The fish is following some turtle,some,Hypothesis,Object,Existential,Negation|Alternation,Contradiction
1080,1131,The turtle is following some fish,The fish is following some turtle,some,Both,Object,Existential,Negation|Alternation,Contradiction
1081,1131,The turtle is following exactly one fish,"The fish is following the turtle
",exactly one,Premise,Object,Existential,Negation|Alternation,Contradiction
1082,1131,The turtle is following the fish,The fish is following exactly one turtle,exactly one,Hypothesis,Object,Existential,Negation|Alternation,Contradiction
1083,1131,The turtle is following exactly one fish,The fish is following exactly one turtle,exactly one,Both,Object,Existential,Negation|Alternation,Contradiction
1084,1131,The turtle is following the an elegant fish,"The fish is following the turtle
",an elegant,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1085,1131,The turtle is following the fish,The fish is following the an elegant turtle,an elegant,Hypothesis,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1086,1131,The turtle is following the an elegant fish,The fish is following the an elegant turtle,an elegant,Both,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
1087,443,a blond girl is riding the waves,a blond girl is looking at the waves,NONE,NONE,NONE,No Modifiers,Neutral,Neutral
1088,443,every blond girl is riding the waves,a blond girl is looking at the waves,every,Premise,Subject,Universal,Neutral,Neutral
1089,443,a blond girl is riding the waves,every blond girl is looking at the waves,every,Hypothesis,Subject,Universal,Neutral,Neutral
1090,443,every blond girl is riding the waves,every blond girl is looking at the waves,every,Both,Subject,Universal,Neutral,Neutral
1091,443,some blond girl is riding the waves,a blond girl is looking at the waves,some,Premise,Subject,Existential,Neutral,Neutral
1092,443,a blond girl is riding the waves,some blond girl is looking at the waves,some,Hypothesis,Subject,Existential,Neutral,Neutral
1093,443,some blond girl is riding the waves,some blond girl is looking at the waves,some,Both,Subject,Existential,Neutral,Neutral
1094,443,at least blond girl is riding the waves,a blond girl is looking at the waves,at least,Premise,Subject,Existential,Neutral,Neutral
1095,443,a blond girl is riding the waves,at least blond girl is looking at the waves,at least,Hypothesis,Subject,Existential,Neutral,Neutral
1096,443,at least blond girl is riding the waves,at least blond girl is looking at the waves,at least,Both,Subject,Existential,Neutral,Neutral
1097,443,not every blond girl is riding the waves,a blond girl is looking at the waves,not every,Premise,Subject,Negation,Neutral,Neutral
1098,443,a blond girl is riding the waves,not every blond girl is looking at the waves,not every,Hypothesis,Subject,Negation,Neutral,Neutral
1099,443,not every blond girl is riding the waves,not every blond girl is looking at the waves,not every,Both,Subject,Negation,Neutral,Neutral
1100,443,exactly one blond girl is riding the waves,a blond girl is looking at the waves,exactly one,Premise,Subject,Existential,Neutral,Neutral
1101,443,a blond girl is riding the waves,exactly one blond girl is looking at the waves,exactly one,Hypothesis,Subject,Existential,Neutral,Neutral
1102,443,exactly one blond girl is riding the waves,exactly one blond girl is looking at the waves,exactly one,Both,Subject,Existential,Neutral,Neutral
1103,443,all but one blond girl is riding the waves,a blond girl is looking at the waves,all but one,Premise,Subject,Existential,Neutral,Neutral
1104,443,a blond girl is riding the waves,all but one blond girl is looking at the waves,all but one,Hypothesis,Subject,Existential,Neutral,Neutral
1105,443,all but one blond girl is riding the waves,all but one blond girl is looking at the waves,all but one,Both,Subject,Existential,Neutral,Neutral
1106,443,everyone of blond girl is riding the waves,a blond girl is looking at the waves,everyone of,Premise,Subject,Universal,Neutral,Neutral
1107,443,a blond girl is riding the waves,everyone of blond girl is looking at the waves,everyone of,Hypothesis,Subject,Universal,Neutral,Neutral
1108,443,everyone of blond girl is riding the waves,everyone of blond girl is looking at the waves,everyone of,Both,Subject,Universal,Neutral,Neutral
1109,443,no blond girl is riding the waves,a blond girl is looking at the waves,no,Premise,Subject,Negation,Neutral,Neutral
1110,443,a blond girl is riding the waves,no blond girl is looking at the waves,no,Hypothesis,Subject,Negation,Neutral,Neutral
1111,443,no blond girl is riding the waves,no blond girl is looking at the waves,no,Both,Subject,Negation,Neutral,Neutral
1112,443,green blond girl is riding the waves,a blond girl is looking at the waves,green,Premise,Subject,Adjectives/Adverbs,Neutral,Neutral
1113,443,a blond girl is riding the waves,green blond girl is looking at the waves,green,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
1114,443,green blond girl is riding the waves,green blond girl is looking at the waves,green,Both,Subject,Adjectives/Adverbs,Neutral,Neutral
1115,443,happy blond girl is riding the waves,a blond girl is looking at the waves,happy,Premise,Subject,Adjectives/Adverbs,Neutral,Neutral
1116,443,a blond girl is riding the waves,happy blond girl is looking at the waves,happy,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
1117,443,happy blond girl is riding the waves,happy blond girl is looking at the waves,happy,Both,Subject,Adjectives/Adverbs,Neutral,Neutral
1118,443,sad blond girl is riding the waves,a blond girl is looking at the waves,sad,Premise,Subject,Adjectives/Adverbs,Neutral,Neutral
1119,443,a blond girl is riding the waves,sad blond girl is looking at the waves,sad,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
1120,443,sad blond girl is riding the waves,sad blond girl is looking at the waves,sad,Both,Subject,Adjectives/Adverbs,Neutral,Neutral
1121,443,good blond girl is riding the waves,a blond girl is looking at the waves,good,Premise,Subject,Adjectives/Adverbs,Neutral,Neutral
1122,443,a blond girl is riding the waves,good blond girl is looking at the waves,good,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
1123,443,good blond girl is riding the waves,good blond girl is looking at the waves,good,Both,Subject,Adjectives/Adverbs,Neutral,Neutral
1124,443,bad blond girl is riding the waves,a blond girl is looking at the waves,bad,Premise,Subject,Adjectives/Adverbs,Neutral,Neutral
1125,443,a blond girl is riding the waves,bad blond girl is looking at the waves,bad,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
1126,443,bad blond girl is riding the waves,bad blond girl is looking at the waves,bad,Both,Subject,Adjectives/Adverbs,Neutral,Neutral
1128,443,a blond girl is not riding the waves,a blond girl is looking at the waves,not,Premise,Verb,Negation,Neutral,Neutral
1129,443,a blond girl is riding the waves,a blond girl is not looking at the waves,not,Hypothesis,Verb,Negation,Neutral,Neutral
1130,443,a blond girl is not riding the waves,a blond girl is not looking at the waves,not,Both,Verb,Negation,Neutral,Neutral
1131,443,a blond girl is abnormally riding the waves,a blond girl is looking at the waves,abnormally,Premise,Verb,Adjectives/Adverbs,Neutral,Neutral
1132,443,a blond girl is riding the waves,a blond girl is abnormally looking at the waves,abnormally,Hypothesis,Verb,Adjectives/Adverbs,Neutral,Neutral
1133,443,a blond girl is abnormally riding the waves,a blond girl is abnormally looking at the waves,abnormally,Both,Verb,Adjectives/Adverbs,Neutral,Neutral
1134,443,a blond girl is elegantly riding the waves,a blond girl is looking at the waves,elegantly,Premise,Verb,Adjectives/Adverbs,Neutral,Neutral
1135,443,a blond girl is riding the waves,a blond girl is elegantly looking at the waves,elegantly,Hypothesis,Verb,Adjectives/Adverbs,Neutral,Neutral
1136,443,a blond girl is elegantly riding the waves,a blond girl is elegantly looking at the waves,elegantly,Both,Verb,Adjectives/Adverbs,Neutral,Neutral
1137,443,a blond girl is always riding the waves,a blond girl is looking at the waves,always,Premise,Verb,Universal,Neutral,Neutral
1138,443,a blond girl is riding the waves,a blond girl is always looking at the waves,always,Hypothesis,Verb,Universal,Neutral,Neutral
1139,443,a blond girl is always riding the waves,a blond girl is always looking at the waves,always,Both,Verb,Universal,Neutral,Neutral
1140,443,a blond girl is never riding the waves,a blond girl is looking at the waves,never,Premise,Verb,Universal,Neutral,Neutral
1141,443,a blond girl is riding the waves,a blond girl is never looking at the waves,never,Hypothesis,Verb,Universal,Neutral,Neutral
1142,443,a blond girl is never riding the waves,a blond girl is never looking at the waves,never,Both,Verb,Universal,Neutral,Neutral
1144,443,A blond girl is riding the good waves,"A blond girl is looking at the waves
",good,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
1145,443,A blond girl is riding the waves,A blond girl is looking at the good waves,good,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1146,443,A blond girl is riding the good waves,A blond girl is looking at the good waves,good,Both,Object,Adjectives/Adverbs,Neutral,Neutral
1147,443,A blond girl is riding all but one waves,"A blond girl is looking at the waves
",all but one,Premise,Object,Existential,Neutral,Neutral
1148,443,A blond girl is riding the waves,A blond girl is looking at all but one waves,all but one,Hypothesis,Object,Existential,Neutral,Neutral
1149,443,A blond girl is riding all but one waves,A blond girl is looking at all but one waves,all but one,Both,Object,Existential,Neutral,Neutral
1150,443,A blond girl is riding every waves,"A blond girl is looking at the waves
",every,Premise,Object,Universal,Neutral,Neutral
1151,443,A blond girl is riding the waves,A blond girl is looking at every waves,every,Hypothesis,Object,Universal,Neutral,Neutral
1152,443,A blond girl is riding every waves,A blond girl is looking at every waves,every,Both,Object,Universal,Neutral,Neutral
1153,443,A blond girl is riding the bad waves,"A blond girl is looking at the waves
",bad,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
1154,443,A blond girl is riding the waves,A blond girl is looking at the bad waves,bad,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1155,443,A blond girl is riding the bad waves,A blond girl is looking at the bad waves,bad,Both,Object,Adjectives/Adverbs,Neutral,Neutral
1156,443,A blond girl is riding the green waves,"A blond girl is looking at the waves
",green,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
1157,443,A blond girl is riding the waves,A blond girl is looking at the green waves,green,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1158,443,A blond girl is riding the green waves,A blond girl is looking at the green waves,green,Both,Object,Adjectives/Adverbs,Neutral,Neutral
1159,443,A blond girl is riding the happy waves,"A blond girl is looking at the waves
",happy,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
1160,443,A blond girl is riding the waves,A blond girl is looking at the happy waves,happy,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1161,443,A blond girl is riding the happy waves,A blond girl is looking at the happy waves,happy,Both,Object,Adjectives/Adverbs,Neutral,Neutral
1162,443,A blond girl is riding the an abnormal waves,"A blond girl is looking at the waves
",an abnormal,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
1163,443,A blond girl is riding the waves,A blond girl is looking at the an abnormal waves,an abnormal,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1164,443,A blond girl is riding the an abnormal waves,A blond girl is looking at the an abnormal waves,an abnormal,Both,Object,Adjectives/Adverbs,Neutral,Neutral
1165,443,A blond girl is riding the sad waves,"A blond girl is looking at the waves
",sad,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
1166,443,A blond girl is riding the waves,A blond girl is looking at the sad waves,sad,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1167,443,A blond girl is riding the sad waves,A blond girl is looking at the sad waves,sad,Both,Object,Adjectives/Adverbs,Neutral,Neutral
1168,443,A blond girl is riding no waves,"A blond girl is looking at the waves
",no,Premise,Object,Negation,Neutral,Neutral
1169,443,A blond girl is riding the waves,A blond girl is looking at no waves,no,Hypothesis,Object,Negation,Neutral,Neutral
1170,443,A blond girl is riding no waves,A blond girl is looking at no waves,no,Both,Object,Negation,Neutral,Neutral
1171,443,A blond girl is riding some waves,"A blond girl is looking at the waves
",some,Premise,Object,Existential,Neutral,Neutral
1172,443,A blond girl is riding the waves,A blond girl is looking at some waves,some,Hypothesis,Object,Existential,Neutral,Neutral
1173,443,A blond girl is riding some waves,A blond girl is looking at some waves,some,Both,Object,Existential,Neutral,Neutral
1174,443,A blond girl is riding exactly one waves,"A blond girl is looking at the waves
",exactly one,Premise,Object,Existential,Neutral,Neutral
1175,443,A blond girl is riding the waves,A blond girl is looking at exactly one waves,exactly one,Hypothesis,Object,Existential,Neutral,Neutral
1176,443,A blond girl is riding exactly one waves,A blond girl is looking at exactly one waves,exactly one,Both,Object,Existential,Neutral,Neutral
1177,443,A blond girl is riding an elegant waves,"A blond girl is looking at the waves
",an elegant,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
1178,443,A blond girl is riding the waves,A blond girl is looking at an elegant waves,an elegant,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1179,443,A blond girl is riding an elegant waves,A blond girl is looking at an elegant waves,an elegant,Both,Object,Adjectives/Adverbs,Neutral,Neutral
1180,342,a girl with a black bag is on a crowded train,a cramped black train is on the bag of a girl,NONE,NONE,NONE,No Modifiers,Neutral,Neutral
1181,342,every girl with black bag is on a crowded train,a cramped black train is on the bag of a girl,every,Premise,Subject,Universal,Neutral,Neutral
1182,342,a girl with a black bag is on a crowded train,every cramped black train is on the bag of a girl,every,Hypothesis,Subject,Universal,Neutral,Neutral
1183,342,every girl with black bag is on a crowded train,every cramped black train is on the bag of a girl,every,Both,Subject,Universal,Neutral,Neutral
1184,342,some girl with black bag is on a crowded train,a cramped black train is on the bag of a girl,some,Premise,Subject,Existential,Neutral,Neutral
1185,342,a girl with a black bag is on a crowded train,some cramped black train is on the bag of a girl,some,Hypothesis,Subject,Existential,Neutral,Neutral
1186,342,some girl with black bag is on a crowded train,some cramped black train is on the bag of a girl,some,Both,Subject,Existential,Neutral,Neutral
1187,342,at least  girl with black bag is on a crowded train,a cramped black train is on the bag of a girl,at least,Premise,Subject,Existential,Neutral,Neutral
1188,342,a girl with a black bag is on a crowded train,at least cramped black train is on the bag of a girl,at least,Hypothesis,Subject,Existential,Neutral,Neutral
1189,342,at least girl with black bag is on a crowded train,at least cramped black train is on the bag of a girl,at least,Both,Subject,Existential,Neutral,Neutral
1190,342,not every girl with black bag is on a crowded train,a cramped black train is on the bag of a girl,not every,Premise,Subject,Negation,Neutral,Neutral
1191,342,a girl with a black bag is on a crowded train,not every cramped black train is on the bag of a girl,not every,Hypothesis,Subject,Negation,Neutral,Neutral
1192,342,not every girl with black bag is on a crowded train,not every cramped black train is on the bag of a girl,not every,Both,Subject,Negation,Neutral,Neutral
1193,342,exactly one girl with black bag is on a crowded train,a cramped black train is on the bag of a girl,exactly one,Premise,Subject,Existential,Neutral,Neutral
1194,342,a girl with a black bag is on a crowded train,exactly one cramped black train is on the bag of a girl,exactly one,Hypothesis,Subject,Existential,Neutral,Neutral
1195,342,exactly one girl with black bag is on a crowded train,exactly one cramped black train is on the bag of a girl,exactly one,Both,Subject,Existential,Neutral,Neutral
1196,342,all but one girl with black bag is on a crowded train,a cramped black train is on the bag of a girl,all but one,Premise,Subject,Existential,Neutral,Neutral
1197,342,a girl with a black bag is on a crowded train,all but one cramped black train is on the bag of a girl,all but one,Hypothesis,Subject,Existential,Neutral,Neutral
1198,342,all but one girl with black bag is on a crowded train,all but one cramped black train is on the bag of a girl,all but one,Both,Subject,Existential,Neutral,Neutral
1199,342,everyone of the girls with black bag is on a crowded train,a cramped black train is on the bag of a girl,everyone of,Premise,Subject,Universal,Neutral,Neutral
1200,342,a girl with a black bag is on a crowded train,everyone of cramped black trains is on the bag of a girl,everyone of,Hypothesis,Subject,Universal,Neutral,Neutral
1201,342,everyone of girl with black bag is on a crowded train,everyone of cramped black trains is on the bag of a girl,everyone of,Both,Subject,Universal,Neutral,Neutral
1202,342,no girl with black bag is on a crowded train,a cramped black train is on the bag of a girl,no,Premise,Subject,Negation,Neutral,Neutral
1203,342,a girl with a black bag is on a crowded train,no cramped black train is on the bag of a girl,no,Hypothesis,Subject,Negation,Neutral,Neutral
1204,342,no girl with black bag is on a crowded train,no cramped black train is on the bag of a girl,no,Both,Subject,Negation,Neutral,Neutral
1205,342,a green girl with black bag is on a crowded train,a cramped black train is on the bag of a girl,green,Premise,Subject,Adjectives/Adverbs,Neutral,Neutral
1206,342,a girl with a black bag is on a crowded train,green cramped black train is on the bag of a girl,green,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
1207,342,a green girl with black bag is on a crowded train,green cramped black train is on the bag of a girl,green,Both,Subject,Adjectives/Adverbs,Neutral,Neutral
1208,342,a happy girl with black bag is on a crowded train,a cramped black train is on the bag of a girl,happy,Premise,Subject,Adjectives/Adverbs,Neutral,Neutral
1209,342,a girl with a black bag is on a crowded train,happy cramped black train is on the bag of a girl,happy,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
1210,342,a happy girl with black bag is on a crowded train,happy cramped black train is on the bag of a girl,happy,Both,Subject,Adjectives/Adverbs,Neutral,Neutral
1211,342,a sad girl with black bag is on a crowded train,a cramped black train is on the bag of a girl,sad,Premise,Subject,Adjectives/Adverbs,Neutral,Neutral
1212,342,a girl with a black bag is on a crowded train,sad cramped black train is on the bag of a girl,sad,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
1213,342,a sad girl with black bag is on a crowded train,sad cramped black train is on the bag of a girl,sad,Both,Subject,Adjectives/Adverbs,Neutral,Neutral
1214,342,a good girl with black bag is on a crowded train,a cramped black train is on the bag of a girl,good,Premise,Subject,Adjectives/Adverbs,Neutral,Neutral
1215,342,a girl with a black bag is on a crowded train,good cramped black train is on the bag of a girl,good,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
1216,342,a good girl with black bag is on a crowded train,good cramped black train is on the bag of a girl,good,Both,Subject,Adjectives/Adverbs,Neutral,Neutral
1217,342,a bad girl with black bag is on a crowded train,a cramped black train is on the bag of a girl,bad,Premise,Subject,Adjectives/Adverbs,Neutral,Neutral
1218,342,a girl with a black bag is on a crowded train,bad cramped black train is on the bag of a girl,bad,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
1219,342,a bad girl with bad black bag is on a crowded train,bad cramped black train is on the bag of a girl,bad,Both,Subject,Adjectives/Adverbs,Neutral,Neutral
1221,342,a girl with a black bag is not on a crowded train,a cramped black train is on the bag of a girl,not,Premise,Verb,Negation,Neutral,Neutral
1222,342,a girl with a black bag is on a crowded train,a cramped black train is not on the bag of a girl,not,Hypothesis,Verb,Negation,Neutral,Neutral
1223,342,a girl with a black bag is not on a crowded train,a cramped black train not is on the bag of a girl,not,Both,Verb,Negation,Neutral,Neutral
1224,342,a girl with a black bag is abnormally on a crowded train,a cramped black train is on the bag of a girl,abnormally,Premise,Verb,Adjectives/Adverbs,Neutral,Neutral
1225,342,a girl with a black bag is on a crowded train,a cramped black train is abnormally on the bag of a girl,abnormally,Hypothesis,Verb,Adjectives/Adverbs,Neutral,Neutral
1226,342,a girl with a black bag is abnormally on a crowded train,a cramped black train is abnormally on the bag of a girl,abnormally,Both,Verb,Adjectives/Adverbs,Neutral,Neutral
1227,342,a girl with a black bag is elegantly on a crowded train,a cramped black train is on the bag of a girl,elegantly,Premise,Verb,Adjectives/Adverbs,Neutral,Neutral
1228,342,a girl with a black bag is on a crowded train,a cramped black train is elegantly on the bag of a girl,elegantly,Hypothesis,Verb,Adjectives/Adverbs,Neutral,Neutral
1229,342,a girl with a black bag is elegantly on a crowded train,a cramped black train is elegantly on the bag of a girl,elegantly,Both,Verb,Adjectives/Adverbs,Neutral,Neutral
1230,342,a girl with a black bag is always on a crowded train,a cramped black train is on the bag of a girl,always,Premise,Verb,Universal,Neutral,Neutral
1231,342,a girl with a black bag is on a crowded train,a cramped black train is always on the bag of a girl,always,Hypothesis,Verb,Universal,Neutral,Neutral
1232,342,a girl with a black bag is always on a crowded train,a cramped black train is always on the bag of a girl,always,Both,Verb,Universal,Neutral,Neutral
1233,342,a girl with a black bag is never on a crowded train,a cramped black train is on the bag of a girl,never,Premise,Verb,Universal,Neutral,Neutral
1234,342,a girl with a black bag is on a crowded train,a cramped black train is never on the bag of a girl,never,Hypothesis,Verb,Universal,Neutral,Neutral
1235,342,a girl with a black bag is never on a crowded train,a cramped black train is never on the bag of a girl,never,Both,Verb,Universal,Neutral,Neutral
1237,342,A girl with a black bag is on a good crowded train,"A cramped black train is on the bag of a girl
",good,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
1238,342,A girl with a black bag is on a crowded train,A cramped black train is on the good bag of a girl,good,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1239,342,A girl with a black bag is on a good crowded train,A cramped black train is on the good bag of a girl,good,Both,Object,Adjectives/Adverbs,Neutral,Neutral
1240,342,A girl with a black bag is on all but one crowded train,"A cramped black train is on the bag of a girl
",all but one,Premise,Object,Existential,Neutral,Neutral
1241,342,A girl with a black bag is on a crowded train,A cramped black train is on all but one bag of a girl,all but one,Hypothesis,Object,Existential,Neutral,Neutral
1242,342,A girl with a black bag is on all but one crowded train,A cramped black train is on all but one bag of a girl,all but one,Both,Object,Existential,Neutral,Neutral
1243,342,A girl with a black bag is on every crowded train,"A cramped black train is on the bag of a girl
",every,Premise,Object,Universal,Neutral,Neutral
1244,342,A girl with a black bag is on a crowded train,A cramped black train is on every bag of a girl,every,Hypothesis,Object,Universal,Neutral,Neutral
1245,342,A girl with a black bag is on every crowded train,A cramped black train is on every bag of a girl,every,Both,Object,Universal,Neutral,Neutral
1246,342,A girl with a black bag is on a bad crowded train,"A cramped black train is on the bag of a girl
",bad,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
1247,342,A girl with a black bag is on a crowded train,A cramped black train is on the bad bag of a girl,bad,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
