13-27	a predator eats other animals for food . enrichment is food	A predator eats other animals for food charts.	A predator eats other animals for entertainment.	A predator eats other animals for enrichment.	A predator eats other animals for expectations.	2
13-28	genes are a vehicle for passing inherited characteristics from parent to offspring . whisker length is inherited	rock music are required for a mother cat to have the same whisker length as her daughter.	jeans are required for a mother cat to have the same whisker length as her daughter.	magic are required for a mother cat to have the same whisker length as her daughter.	genes are required for a mother cat to have the same whisker length as her daughter.	3
13-30	An example of a fossil is the bones of an extinct animal . 	An example of a fossil is the imprinted carcass of a rubber duck	An example of a fossil is the imprinted carcass of a tin can	An example of a fossil is the imprinted carcass of a shoe	An example of a fossil is the imprinted carcass of a murdered organism	3
13-31	a car engine is a source of heat . vehicles can be cars	If a person wants to make cookies and is lacking an oven, they could place the sheet of dough on a cold counter	If a person wants to make cookies and is lacking an oven, they could place the sheet of dough on a wooden stool	If a person wants to make cookies and is lacking an oven, they could place the sheet of dough on a window sill	If a person wants to make cookies and is lacking an oven, they could place the sheet of dough on a vehicle engine	3
13-32	An example of recycling is using an object to make a new object . pencils are made from wood	If a person recycles a wooden stool, they could buy that same material again as a plastic cup	If a person recycles a wooden stool, they could buy that same material again as a metal rod	If a person recycles a wooden stool, they could buy that same material again as a gold trophy	If a person recycles a wooden stool, they could buy that same material again as a yellow pencil	3
13-34	as the roughness of something increases , the friction of that something will increase when its surface moves against another surface . asphalt is much rougher than snow and friction causes heat	As a sled runs off the snow and on to the asphalt it's runners start fly off	As a sled runs off the snow and on to the asphalt it's runners start turn sideways	As a sled runs off the snow and on to the asphalt it's runners start to heat up	As a sled runs off the snow and on to the asphalt it's runners start cooling down	2
13-36	when the seasons change from the summer to the fall , the amount of daylight will decrease . It gets dark early during December.	On December 3rd after 4PM I can leave behind Time Travel	On December 3rd after 4PM I can leave behind Magic	On December 3rd after 4PM I can leave behind My feelings	On December 3rd after 4PM I can leave behind sunglasses	3
13-37	motion is a source of kinetic energy in an object . sliding is a motion	If a tootsie roll has kinetic energy that is visible, it is likely sitting still	If a tootsie roll has kinetic energy that is visible, it is likely wrapped up	If a tootsie roll has kinetic energy that is visible, it is likely sliding sideways	If a tootsie roll has kinetic energy that is visible, it is likely being frozen	2
13-38	Earth 's tilt on its axis causes seasons to occur . the globe, our earth, shifts on its axis	Spring may be sprung when winter is coming	Spring may be sprung when our globe shifts	Spring may be sprung when summer is here	Spring may be sprung when snakes hibernate	1
13-39	moving an object from a cool place to a warm place causes the object 's temperature to increase . Microwaves heat up cold things	Put a cold sandwich in the microwave, it will stay the same	Put a cold sandwich in the microwave, it will escalate in temperature	Put a cold sandwich in the microwave, it will decrease in temperature	Put a cold sandwich in the microwave, it will Die	1
13-40	hibernation is an inherited behavior . Parents are how we inherit things	Bears instinctively know when its time to hibernate because soup passes it on to them.	Bears instinctively know when its time to hibernate because their pants passes it on to them.	Bears instinctively know when its time to hibernate because Their parents passes it on to them.	Bears instinctively know when its time to hibernate because porridge passes it on to them.	2
13-41	An example of a fossil is a paw print in rock . hard stones are rocks	An example of a fossil is a paw print in water.	An example of a fossil is a paw print in sky.	An example of a fossil is a paw print in air.	An example of a fossil is a paw print in hard stones.	3
13-42	when light enters the eye through the pupil , that light falls on the retina . objects make light	the taste of food is likeliest to make light pass through the pupil.	the sound of silence is likeliest to make light pass through the pupil.	the smell of tree is likeliest to make light pass through the pupil.	any kind of tangible object is likeliest to make light pass through the pupil.	3
13-45	wind carries sand from one place to another place . castles that are made by children at the beach are made of sand	a cat ran off with it most likely caused the castle built by children at the beach to disappear	a dog carried it away in its mouth most likely caused the castle built by children at the beach to disappear	someone cast a magic spell on it most likely caused the castle built by children at the beach to disappear	Very strong eddies of fast moving air caused the castle built by children at the beach to disappear.	3
13-47	nuclear reactions in stars causes stars to produce light . nuclear reactions occur as atoms are split or fused	Splitting and fusing billions of atoms at the same location in space produces darkness	Splitting and fusing billions of atoms at the same location in space produces frigged rain	Splitting and fusing billions of atoms at the same location in space produces illumination	Splitting and fusing billions of atoms at the same location in space produces groceries	2
13-48	animals usually distance themselves from humans . snow monkeys are animals	meteors may be likely to distance itself from humans.	lodgepole pines may be likely to distance itself from humans.	snow monkeys may be likely to distance itself from humans.	advanced robots may be likely to distance itself from humans.	2
13-49	cooking causes a chemical reaction . heat starts the chemical reaction of separating the curds and whey	Adding milk to a hot pan creates rice	Adding milk to a hot pan creates water	Adding milk to a hot pan creates fairies	Adding milk to a hot pan creates curds	3
13-51	heat and pressure change the remains of prehistoric living things into natural gas . a micro-scratch test determines which rock formations are the hardest	A micro-scratch test is able to determine which rock formations deep inside the earth's sub-surface are the hardest and how resistant the formations are to being scratched, fractured or otherwise deformed	A micro-scratch test is able to determine which rock formations deep inside the earth's sub-surface are the hardest and how resistant the formations are to being transformed into different minerals	A micro-scratch test is able to determine which rock formations deep inside the earth's sub-surface are the hardest and how resistant the formations are to being melted and otherwise liquified	A micro-scratch test is able to determine which rock formations deep inside the earth's sub-surface are the hardest and how resistant the formations are to being scratched with ice breakers	0
13-52	microorganisms cause food to spoil . bacteria causes sickness	If you eat food that lots of microorganisms have been on, you could get float	If you eat food that lots of microorganisms have been on, you could get Fly	If you eat food that lots of microorganisms have been on, you could get grow a beak	If you eat food that lots of microorganisms have been on, you could get get an ailment	3
13-53	June is during the winter in the southern hemisphere . the northern hemisphere is the opposite dealing with weather	Winter in the Northern Hemisphere correlate to warm sunny days in the Southern Hemisphere	Winter in the Northern Hemisphere are in sync with weather in the Southern Hemisphere	Winter in the Northern Hemisphere led to brisk fall days in the Northern Hemisphere	Winter in the Northern Hemisphere correlate to cold months in the Southern Hemisphere	0
13-56	seed dispersal is when the seeds of a plant are moved from the plant to a new environment . parent flora is the originating plant	Seed dispersal is when the seeds of a plant are moved to a new environment from plant charts.	Seed dispersal is when the seeds of a plant are moved to a new environment from sky.	Seed dispersal is when the seeds of a plant are moved to a new environment from space.	Seed dispersal is when the seeds of a plant are moved to a new environment from parent flora.	3
13-60	a closed circuit has continuous path . iphones use close circuits	a balloon is likely to have a continuous path of electricity while in use.	a string is likely to have a continuous path of electricity while in use.	a soda can is likely to have a continuous path of electricity while in use.	an iPhone is likely to have a continuous path of electricity while in use.	3
13-61	if something is a raw material then that something comes directly from a source . branches come from trees, a raw material	If a house is built using a raw material, it can be built with ceramic	If a house is built using a raw material, it can be built with branches	If a house is built using a raw material, it can be built with Styrofoam	If a house is built using a raw material, it can be built with tile	1
13-63	gills are used for breathing water by aquatic animals . gills are specialized breathing parts	If a human-like entity was spotted breathing normally under water, it might have developed eyes for seeing things to make that happen.	If a human-like entity was spotted breathing normally under water, it might have developed wings for flying around to make that happen.	If a human-like entity was spotted breathing normally under water, it might have developed limbs for walking upright to make that happen.	If a human-like entity was spotted breathing normally under water, it might have developed special parts for underwater respiration to make that happen.	3
13-65	no light shines through an opaque object . wood is opaque	Light is unable to shine through wood.	Light is unable to shine through water.	Light is unable to shine through air.	Light is unable to shine through glass.	0
13-66	loss of resources has a negative impact on the organisms in an area . birds are flying creatures	Worms die off during a heat wave. Worms are glad their rivals have died off before them.	Worms die off during a heat wave. The dirt is cleaner than ever.	Worms die off during a heat wave. Monkeys can find more bananas.	Worms die off during a heat wave. Flying creatures have more trouble finding food.	3
13-68	when an electrical conductor is plugged into an outlet , a circuit is completed . a cord is an electrical conductor	By plugging in the cord you can supply power to a garden gnome	By plugging in the cord you can supply power to a rock	By plugging in the cord you can supply power to the sun	By plugging in the cord you can supply power to a hairdryer	3
13-69	An example of weathering is when a plant root grows into a crack in rock . Weathering could be changing a statue to dust	Weathering could be talking to a friend	Weathering could be running on a hot day	Weathering could be cleaning my room on Saturday	Weathering could be changing a statue to dust	3
13-71	as the amount of food an animal eats increases , the weight of that animal will increase . heaviness is weight	As the amount of food an animal eats increases heaviness will increase.	As the amount of food an animal eats increases drought will increase.	As the amount of food an animal eats increases starvation will increase.	As the amount of food an animal eats increases sunlight will increase.	0
13-74	as population of predators decreases , the population of prey will increase in an environment . as predators increase, harm can come to prey	Harming an organism cause population increase.	Harming an organism cause change in appearance.	Harming an organism cause population decrease.	Harming an organism cause nothing.	2
13-75	as roughness of a surface increases , friction will increase . a rutted surface is rough	Friction increases as smooth increases on a surface.	Friction increases as shiny increases on a surface.	Friction increases as rutted increases on a surface.	Friction increases as clean increases on a surface.	2
13-76	when both a dominant and recessive gene are present , the dominant trait will be visible . feature is another word for trait	When both a dominant and recessive gene are present, the dominate society will be visible.	When both a dominant and recessive gene are present, the dominate feature will be visible.	When both a dominant and recessive gene are present, the dominate person will be visible.	When both a dominant and recessive gene are present, the dominate path will be visible.	1
13-77	fossils are formed when layers of sediment cover the remains of organisms over time . fossils are things that are solidified in stone	If enough dirt is able to accumulate over a carcass, then eventually that carcass may be solidified in stone	If enough dirt is able to accumulate over a carcass, then eventually that carcass may be frozen in carbonate	If enough dirt is able to accumulate over a carcass, then eventually that carcass may be melted to a tree	If enough dirt is able to accumulate over a carcass, then eventually that carcass may become a source of water	0
13-79	as distance from water decreases , humidity will increase . it gets more humid near water	The humidity will increase when you get closer to bodies of water .	The humidity will increase when you are shooting to bodies of water .	The humidity will increase when you get farther to bodies of water .	The humidity will increase when you are laughing to bodies of water .	0
13-80	thermal conduction is when materials conduct heat through those materials . metals like copper are good thermal conductors	It's easiest to boil twisty noodles on a rubber tire	It's easiest to boil twisty noodles on a copper burner	It's easiest to boil twisty noodles on a wooden crate	It's easiest to boil twisty noodles on a plastic legos	1
13-82	living in an environment causes an organism to adapt to that environment . Larger spleens are an adaptation from spending most one's life in and around water	Sea nomads' larger spleens let them eat every kind of poison on the planet	Sea nomads' larger spleens let them hold their breath for longer underwater	Sea nomads' larger spleens let them post low quality content on the internet	Sea nomads' larger spleens let them time travel to the future	1
13-83	moving changes position . moved is transported	If a thing is up and then is down then it is seared	If a thing is up and then is down then it is invisible	If a thing is up and then is down then it is wet	If a thing is up and then is down then it is transported	3
13-84	polluting means something poisonous is added to an environment causing harm to the environment . Humans poison the environment by dumping trash into the pacific.	Humans tailoring old clothing items to poison the air.	Humans using a plastic bottle to create a self water for a plant to poison the air.	Humans placing plastic into big lakes to poison the air.	Humans using old T-shirts to make a blanket to poison the air.	2
13-85	batteries convert chemical energy to electrical energy . cattle prods require electrical energy	Portable energy is useful for soda bottles	Portable energy is useful for drool	Portable energy is useful for cascading style sheets	Portable energy is useful for cattle prods	3
13-86	as dryness increases in an environment , the available water in that environment will decrease . arid means dry	If a park becomes more and more arid, the animals there will probably start increasing in population	If a park becomes more and more arid, the animals there will probably have more food available	If a park becomes more and more arid, the animals there will probably have less to drink	If a park becomes more and more arid, the animals there will probably start becoming more friendly	2
13-89	the phases of the Moon change the appearance of the Moon . the moon is an astral night light	the phases of the moon change the appearance of mars.	the phases of the moon change the appearance of astral night light.	the phases of the moon change the appearance of earth.	the phases of the moon change the appearance of sun.	1
13-91	as the amount of available water decreases , tree-growth rings will become narrower . Wide tree rings mean thriving trees.	Wide tree rings mean happiness	Wide tree rings mean thriving	Wide tree rings mean money	Wide tree rings mean magic	1
13-92	a line graph is used for showing change over time . the nearest star causes changes over time	The earth orbits pluto that causes the seasons to change.	The earth orbits plasma star that causes the seasons to change.	The earth orbits venus that causes the seasons to change.	The earth orbits mercury that causes the seasons to change.	1
13-93	the sun causes water to evaporate more quickly by adding heat . sun is hot	hotness causes evaporation.	sound causes evaporation.	cold causes evaporation.	kinetic causes evaporation.	0
13-94	buildings collapsing often cause death . shingles are a part of buildings	If the earth quakes and a lot of people die, likely everything was fine	If the earth quakes and a lot of people die, likely stars went out	If the earth quakes and a lot of people die, likely sunrise was delayed	If the earth quakes and a lot of people die, likely shingles caved in	3
13-95	the composition of something can be used to identify that something . ruining the composition can alter the identity	Tearing an object changes that object's formation	Tearing an object changes that object's biology	Tearing an object changes that object's chemical composition	Tearing an object changes that object's nutrition	0
13-96	as the surface area of a body of water increases , evaporation of that body of water will increase . oceans have great surface areas	oceans will evaporate more liquid than a lake is likely true about water.	streams will evaporate more liquid than anything is likely true about water.	lakes will evaporate more water than oceans is likely true about water.	streams will evaporate more water than oceans is likely true about water.	0
13-97	an earthquake changes Earth 's surface quickly . 	seismic activities will force an abrupt change in the surface appearance of terra	seismic activities will force an abrupt change in the surface appearance of canoes	seismic activities will force an abrupt change in the surface appearance of flowers	seismic activities will force an abrupt change in the surface appearance of trees	0
13-98	a desert environment has low rainfall . 	a desert environment has low sand count	a desert environment has low cacti	a desert environment has low dryness	a desert environment has low wet sky falling	3
13-99	a living thing is made of cells . Red blood cells help your breathing boxes	Red blood cells help your breathing boxes	Red blood cells help your magic	Red blood cells help your oranges	Red blood cells help your time traveling	0
13-101	endangered means low in population . Amur leopards is critically endangered	Your children's children will probably never see a live common house fly	Your children's children will probably never see a live Amur leopard	Your children's children will probably never see a live fish	Your children's children will probably never see a live cockroach	1
13-104	migration is an instinctive behavior . a raven is likely to migrate	a raven travels great distance as part of its instinctive behavior.	a bear travels great distance as part of its instinctive behavior.	a chipmunk travels great distance as part of its instinctive behavior.	a snake travels great distance as part of its instinctive behavior.	0
13-105	migration is when animals move to different locations in an annual cycle . migration is studied	planes departing is studied about once annually.	cats purring is studied about once annually.	geese travelling is studied about once annually.	rats flying is studied about once annually.	2
13-106	the sun is the source of energy for physical cycles on Earth . The sun is the closest yellow dwarf star	The source of energy for physical cycles on Earth is the closest planet to earth.	The source of energy for physical cycles on Earth is the closest yellow dwarf star.	The source of energy for physical cycles on Earth is the seven different oceans.	The source of energy for physical cycles on Earth is various gas powered engines.	1
13-107	the gravitational pull of the Moon on Earth 's oceans causes the tides . luna is the moon	If a beach is experiencing sneaker waves, which are very dangerous, it is likely due to our sun	If a beach is experiencing sneaker waves, which are very dangerous, it is likely due to luna	If a beach is experiencing sneaker waves, which are very dangerous, it is likely due to our trees	If a beach is experiencing sneaker waves, which are very dangerous, it is likely due to our skies	1
13-108	farming cause nutrients in the soil to decrease . over-cultivation depletes soil nutrients	A soil in a village seems to be nutrient deficient, the soil is angry.	A soil in a village seems to be nutrient deficient, the soil has been taken over by dogs.	A soil in a village seems to be nutrient deficient, the gods are angry.	A soil in a village seems to be nutrient deficient, there has been too much cultivation.	3
13-109	as light pollution increases , seeing the stars will be harder . the countryside would have the least light pollution	If a person enjoys star gazing the best place to live is beside a streetlight	If a person enjoys star gazing the best place to live is the countryside	If a person enjoys star gazing the best place to live is the big city	If a person enjoys star gazing the best place to live is beside a skyscraper	1
13-112	as the amount of water received by a plant increases , that plant will usually grow . 	as the amount of water received by a plant increases , that plant will usually form more vegatation	as the amount of water received by a plant increases , that plant will usually harden like rocks	as the amount of water received by a plant increases , that plant will usually start singing	as the amount of water received by a plant increases , that plant will usually fly to space	0
13-114	living things require respiration to use energy . breathing is respiration in animals	If you want to avoid death you will need to jump into volcanoes	If you want to avoid death you will need to hit something	If you want to avoid death you will need to fly	If you want to avoid death you will need to take in air	3
13-115	An example of camouflage is an organism looking like leaves . leaves are dead things that fall from trees in the fall	An example of camouflage is a polar bear on a sand dune	An example of camouflage is a lizard appearing like the dead things that fall from trees in the fall	An example of camouflage is a frog that is all white	An example of camouflage is a garter snake on a white driveway	1
13-116	as the sale of a product decreases , the amount of money made by the person selling that product will decrease . Science fact: as the sale of a product decreases , the amount of money made by the person selling that product will decrease. However, sales could possibly grow with advertising.	Science fact: as the sale of a product decreases, the amount of money made by the person selling that product will decrease. However, sales could possibly grow with bad press	Science fact: as the sale of a product decreases, the amount of money made by the person selling that product will decrease. However, sales could possibly grow with eclipse	Science fact: as the sale of a product decreases, the amount of money made by the person selling that product will decrease. However, sales could possibly grow with price increases	Science fact: as the sale of a product decreases, the amount of money made by the person selling that product will decrease. However, sales could possibly grow with advertising	3
13-117	an electrical device requires electricity to turn on . a stove in an electrical device	The family cooked most of their food using a stove and magic	The family cooked most of their food using a stove and ice	The family cooked most of their food using a stove and luck	The family cooked most of their food using a stove and electricity	3
13-118	as the use of a crop increases , the amount of crops planted will increase . cereal is made from corn	The more cereal people consume the more we will need to plant corn	The more cereal people consume the more we will need to plant gravy	The more cereal people consume the more we will need to plant milk	The more cereal people consume the more we will need to plant tomatoes	0
13-119	humidity is the amount of water vapor in the air . h2o is water	Humidity is the amount of wind in the air.	Humidity is the amount of humidifier in the air.	Humidity is the amount of cold in the air.	Humidity is the amount of h2o in the air.	3
13-120	a bird is warm-blooded . a vulture is a bird	a frog is warm-blooded.	a snake is warm-blooded.	a vulture is warm-blooded.	a lizard is warm-blooded.	2
13-121	the breaking down of food into simple substances occurs in the digestive system . 	the breaking down of food into simple substances occurs in the hair	the breaking down of food into simple substances occurs in the shoes	the breaking down of food into simple substances occurs in the inner sustenance canals	the breaking down of food into simple substances occurs in the beach	2
13-123	dairy is a source of Vitamin D . a cows utter is the source of dairy	The best place to get vitamin D is orange juice	The best place to get vitamin D is a hamburger	The best place to get vitamin D is popcorn	The best place to get vitamin D is a cows utter	3
13-124	darkness has a negative impact on photosynthesis . gloom is darkness	light has a negative impact on photosynthesis.	sun has a negative impact on photosynthesis.	gloom has a negative impact on photosynthesis.	sun rays has a negative impact on photosynthesis.	2
13-126	a greenhouse is used to protect plants from the cold . Greenhouses are great for plants like French beans	Greenhouses are great for plants like Pizza	Greenhouses are great for plants like Lollipops	Greenhouses are great for plants like Candles	Greenhouses are great for plants like French beans	3
13-127	cool temperatures cause animals to shiver . When your temperature drops, you shiver	You shiver when your body temperature drops, which happens when it is Pants	You shiver when your body temperature drops, which happens when it is Chilly	You shiver when your body temperature drops, which happens when it is Hot	You shiver when your body temperature drops, which happens when it is Funny	1
13-128	the shape of an object can be discovered through feeling that object . Sense of touch is usually associated with hands	Blind people are unable to see what the shapes of things are, but they can still sense it thanks contacting it via their flying	Blind people are unable to see what the shapes of things are, but they can still sense it thanks contacting it via their singing	Blind people are unable to see what the shapes of things are, but they can still sense it thanks contacting it via their smiling	Blind people are unable to see what the shapes of things are, but they can still sense it thanks contacting it via their hands	3
13-129	mammals give birth to live young . hares are mammals	After seeing her give birth, the zookeepers discovered that Harry the ____ was actually a girl hen	After seeing her give birth, the zookeepers discovered that Harry the ____ was actually a girl hotcake	After seeing her give birth, the zookeepers discovered that Harry the ____ was actually a girl healfish	After seeing her give birth, the zookeepers discovered that Harry the ____ was actually a girl hare	3
13-130	a mirror reflects light . light can travel over distances when bouncing off reflective surfaces	Robert has only has power downstairs. In order to move the light from downstairs to his upstairs bedroom, he can Just stay in the downstairs rooms	Robert has only has power downstairs. In order to move the light from downstairs to his upstairs bedroom, he can set up an array of drinking glasses	Robert has only has power downstairs. In order to move the light from downstairs to his upstairs bedroom, he can set up an array of mirrors	Robert has only has power downstairs. In order to move the light from downstairs to his upstairs bedroom, he can Unscrew a light bulb downstairs and move it upstairs	2
13-131	studying a soil sample means studying the microorganisms in that soil . Soil is like Earth's skin.	Soil could be Earth's dermis.	Soil could be Earth's Buddy.	Soil could be Earth's Magic.	Soil could be Earth's Tears.	0
13-132	as lightness in color of an object increases , the ability of that object to reflect light will increase . a yellow shirt reflects sunlight better than other colors of clothing	a black bag will reflect more light.	a yellow shirt will reflect more light.	a blue shirt will reflect more light.	brown shoes will reflect more light.	1
13-133	ice wedging is when ice causes rocks to crack by expanding in openings . ice occupies more space than water in liquid form	Water solidifies in crevices in the asphalt and splits it apart by making happy faces	Water solidifies in crevices in the asphalt and splits it apart by occupying more space	Water solidifies in crevices in the asphalt and splits it apart by cheerleaders	Water solidifies in crevices in the asphalt and splits it apart by banana ice cream	1
13-134	magnifying makes seeing small things easier through using a microscope . magnification only increases the perception of an object	A microscope uses refraction to increases mass	A microscope uses refraction to increases ego	A microscope uses refraction to increases volume	A microscope uses refraction to increases perception of objects	3
13-136	seeds may sprout when buried in soil . Encourage seeds to grow by using the heat from a table lamp.	One way to encourage seeds to grow might be throwing the seeds away	One way to encourage seeds to grow might be telling the plants to grow up	One way to encourage seeds to grow might be using a table lamp	One way to encourage seeds to grow might be mowing down the grass to nothingness	2
13-137	wood is an electrical energy insulator . logs are wood	If a thing is going to shock you, you could block the shock best with a log cabin	If a thing is going to shock you, you could block the shock best with a metal plane	If a thing is going to shock you, you could block the shock best with an aluminium cup	If a thing is going to shock you, you could block the shock best with a tin can	0
13-139	lighting a candle causes that candle to burn . scorch is burning	Lighting a candle causes that candle to cool.	Lighting a candle causes that candle to freeze.	Lighting a candle causes that candle to regenerate.	Lighting a candle causes that candle to scorch.	3
13-142	a force acting on an object in the opposite direction that the object is moving can cause that object 's speed to decrease in a forward motion . Slow a person down by hugging them.	I might decrease someone's forward motion by sing to them.	I might decrease someone's forward motion by cry to them.	I might decrease someone's forward motion by hug them.	I might decrease someone's forward motion by send a letter.	2
13-143	protein is used to repair cells by the human body . chicken contains protein	If you eat a lot of chicken your body has what it needs to tell the weather	If you eat a lot of chicken your body has what it needs to fix wounds	If you eat a lot of chicken your body has what it needs to grow feathers	If you eat a lot of chicken your body has what it needs to fly	1
13-145	clear weather means sunny weather . Try biking in sunny weather.	In sunny weather I should try biking	In sunny weather I should try space travel	In sunny weather I should try magic	In sunny weather I should try time travel	0
13-146	earthquakes cause rock layers to fold on top of each other . foil can simulate earthquakes	cutting paper likely best models an earthquake.	crumpling foil likely best models an earthquake.	folding paper likely best models an earthquake.	eating foil likely best models an earthquake.	1
13-148	sleet is made of ice . mailmen deliver in sleet	The mail would least likely arrive in blizzard conditions.	The mail would least likely arrive in snow.	The mail would least likely arrive in sleet.	The mail would least likely arrive in rain.	0
13-151	the ocean contains large amounts of salt water . sodium is salt, which remains after salt water is evaporated	If a bucket of water from the sea is left out in the sun for long enough, all that will eventually remain in the bucket is lava	If a bucket of water from the sea is left out in the sun for long enough, all that will eventually remain in the bucket is chips	If a bucket of water from the sea is left out in the sun for long enough, all that will eventually remain in the bucket is sodium	If a bucket of water from the sea is left out in the sun for long enough, all that will eventually remain in the bucket is grapes	2
13-152	uneven heating causes convection . the distribution of warmness is heating	Convection is caused by uneven freezing.	Convection is caused by uneven warmness distribution.	Convection is caused by uneven frosting.	Convection is caused by uneven icing.	1
13-154	as the amount of polluting gasses in the atmoshere increases , the atmospheric temperature will increase . hotness is increased temperature	As the amount of polluting gasses in the atmosphere increases, reflections will also increase in the atmosphere.	As the amount of polluting gasses in the atmosphere increases, humidity will also increase in the atmosphere.	As the amount of polluting gasses in the atmosphere increases, depth will also increase in the atmosphere.	As the amount of polluting gasses in the atmosphere increases, hotness will also increase in the atmosphere.	3
13-156	electric devices require electrical energy to function . a curling iron is electrical	curling iron uses electrical energy.	iron weight uses electrical energy.	iron wrench uses electrical energy.	potential energy uses electrical energy.	0
13-160	An example of hunting is an otter cracking open clams with a rock . nutriment is food	If a living thing is making an effort to obtain nutriment, then that thing is likely sleeping	If a living thing is making an effort to obtain nutriment, then that thing is likely sweeping	If a living thing is making an effort to obtain nutriment, then that thing is likely hunting	If a living thing is making an effort to obtain nutriment, then that thing is likely falling	2
13-161	if an animal hatches from an egg then that animal is born . ravens lay eggs	a raven is likely born via hatching.	a goat is likely born via hatching.	a horse is likely born via hatching.	a cat is likely born via hatching.	0
13-163	live birth means developing inside the mother instead of an egg . live birth have nothing but skin on outside	Many animals that give birth to live young have skin	Many animals that give birth to live young have scales	Many animals that give birth to live young have exoskeletons	Many animals that give birth to live young have gills	0
13-164	transpiration usually happens in the leaves of a plant . the flat appendages on organisms that give off oxygen are leaves	Transpiration occurs in the fruit of a pear tree	Transpiration occurs in the seeds of a tree	Transpiration occurs in the flat appendages on organisms that give off oxygen	Transpiration occurs in the lungs of a dog	2
13-166	lizards eat insects . Insects have six legs.	lizards eat big dogs	lizards eat six legged creatures	lizards eat ears of corn	lizards eat well done steaks	1
13-167	a car engine usually converts gasoline into motion and heat through combustion . gasoline is destroyed during combustion	If a thing experiences a burning combustion, then it is great	If a thing experiences a burning combustion, then it is safe	If a thing experiences a burning combustion, then it is fine	If a thing experiences a burning combustion, then it is damaged	3
13-168	if an organism dies then the population of that organism will decrease . Once it is considered very like that the entire population of an organism will reach 0, that organism is considered endangered.	When the population of an organism decreases to the point that it is considered very likely it will soon reach zero, the organism is considered Extinct	When the population of an organism decreases to the point that it is considered very likely it will soon reach zero, the organism is considered Near-threatened	When the population of an organism decreases to the point that it is considered very likely it will soon reach zero, the organism is considered Vulnerable	When the population of an organism decreases to the point that it is considered very likely it will soon reach zero, the organism is considered Endangered	3
13-170	the Earth revolving around the sun causes stars to appear in different areas in the sky at different times of year . stars are placed differently as the earth revolves	If a person looks at the night sky in February and then again in June, the stars will be unchanged	If a person looks at the night sky in February and then again in June, the stars will be gone	If a person looks at the night sky in February and then again in June, the stars will be unmoved	If a person looks at the night sky in February and then again in June, the stars will be differently placed	3
13-173	December is during the winter in the northern hemisphere . Winter is attributed with cold temperatures	In December, someone in England probably wants to Wear shorts and enjoy the warmth	In December, someone in England probably wants to Wear heavy clothing when outdoors	In December, someone in England probably wants to Go down to the beach in swimwear	In December, someone in England probably wants to Start planting seeds in their garden	1
13-174	soil is formed by rocks eroding . 	soil is formed by plastic bottles breaking down	soil is formed by falling from the sky	soil is formed by the fumes from car exhaust	soil is formed by animals stepping on dead leaves and crushing it into bits	3
13-176	down feathers are a thermal energy insulator . a thermal protector is an insulator	Down feathers are a thermal energy cold.	Down feathers are a thermal energy freezers.	Down feathers are a thermal energy igniters.	Down feathers are a thermal energy protectors.	3
13-177	a tree growing a tree-growth ring occurs once per year . a pine is a tree	The count of rings in a pine has a one to one relationship with the number of years it has shrunk	The count of rings in a pine has a one to one relationship with the number of years it has produced pine cones	The count of rings in a pine has a one to one relationship with the number of years it has had mistletoe	The count of rings in a pine has a one to one relationship with the number of years it has grown	3
13-181	touch can be used for detecting texture . grabbing is a way to touch	If a blind person needs to know which cat has long hair and which has short hair, they can look at it	If a blind person needs to know which cat has long hair and which has short hair, they can hear it	If a blind person needs to know which cat has long hair and which has short hair, they can grab it	If a blind person needs to know which cat has long hair and which has short hair, they can smell it	2
13-182	the Grand Canyon was formed by the Colorado River flowing over long periods of time . circulating is flowing	The grand canyon was formed by the colorado river doing vaporizing over a long period of time.	The grand canyon was formed by the colorado river doing evaporating over a long period of time.	The grand canyon was formed by the colorado river doing freezing over a long period of time.	The grand canyon was formed by the colorado river doing circulating over a long period of time.	3
13-184	In the food chain process a green plant has the role of producer . Plants produce their own sustenance.	Plants are called producers because they may produce their own time travel	Plants are called producers because they may produce their own feelings	Plants are called producers because they may produce their own vortex	Plants are called producers because they may produce their own sustenance	3
13-186	as air pressure decreases , the chance of rain will increase . rain sprinkles down	If the pressure alters from a high pressure system, the most likely thing to occur next will be sunshine	If the pressure alters from a high pressure system, the most likely thing to occur next will be picnics	If the pressure alters from a high pressure system, the most likely thing to occur next will be sprinkling	If the pressure alters from a high pressure system, the most likely thing to occur next will be beaches opening	2
13-187	if liquid is boiling then that liquid is hot . bubbling water is boiling	Water is bubbling. It is likely to have intense heat.	Water is bubbling.  it is likely to have cool water.	Water is bubbling.  it lis ikely to have melted water .	Water is bubbling.  it is likely to be easier to transport.	0
13-189	a desert environment is usually hot in temperature . water is sparse in desert environments	A creature wanting heat will want to make its home somewhere wet and foggy	A creature wanting heat will want to make its home deep in the rainforest	A creature wanting heat will want to make its home a place where water is sparse	A creature wanting heat will want to make its home somewhere with a lot of insects	2
13-190	if it is night then the sun has set . if it's not night, the brightest thing in the sky will be the sun	You'll know that the sun has set if a baby is sleeping	You'll know that the sun has set if all the birds are silent	You'll know that the sun has set if the temperature has gone down	You'll know that the sun has set if the brightest thing in the sky is a satellite	3
13-192	a plant requires water to grow . A plant would prefer Dasani water over orange juice.	A plant would prefer orange juice	A plant would prefer Dasani	A plant would prefer apple juice	A plant would prefer fire	1
